University of Wisconsin–Eau Claire,Blugolds,Eau Claire,uwec.edu
University of Wisconsin-Green Bay,Phoenix,Green Bay,uwgb.edu
University of Wisconsin–La Crosse,Eagles,La Crosse,uwlax.edu
University of Wisconsin–Madison,Badgers,Madison,wisc.edu
University of Wisconsin–Marathon County,Huskies,Wausau,uwmc.uwc.edu
University of Wisconsin–Marshfield/Wood County,Marshfield Marauders,Marshfield,marshfield.uwc.edu
University of Wisconsin–Milwaukee,Milwaukee Panthers,Milwaukee,uwm.edu
"University of Wisconsin, Oshkosh",Titans,Oshkosh,uwosh.edu
University of Wisconsin–Parkside,Rangers,Parkside,uwp.edu
University of Wisconsin–Platteville,Pioneers,Platteville,uwplatt.edu
University of Wisconsin-Richland,Richland Center,richland.uwc.edu
University of Wisconsin–River Falls,Falcons,River Falls,uwrf.edu
University of Wisconsin-Rock County,Janesville,rock.uwc.edu
University of Wisconsin-Sheboygan,Sheboygan,uwgb.edu
University of Wisconsin–Stevens Point,Pointers,Stevens Point,uwsp.edu
University of Wisconsin-Stout,Blue Devils,Menomonie,uwstout.edu
University of Wisconsin–Superior,Yellowjackets,Superior,uwsuper.edu
University of Wisconsin–Whitewater,Warhawks,Whitewater,uww.edu
Wittenberg University,Springfield,wittenberg.edu
Wofford College,Terriers,Spartanburg,wofford.edu
The College of Wooster,Fighting Scots,Wooster,wooster.edu
Worcester Polytechnic Institute,Engineers,Worcester,wpi.edu
Worcester State College,Worcester,worcester.edu
Wright State University,Raiders,Dayton,wright.edu
University of Wyoming,Cowboys,Cowgirls,Laramie,uwyo.edu
Xavier University (Cincinnati),Musketeers,Cincinnati,xavier.edu
Yale University,Bulldogs,New Haven,yale.edu
Yeshiva University,Maccabees,New York,yu.edu
York College of Pennsylvania,Spartans,ycp.edu
Youngstown State University,Penguins,Youngstown,ysu.edu
